parameters,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,R_hat
lp__,-21120.2,0.914623,27.0305,27.1316,-21164.4,-21119.9,-21075.3,879.082,1509.5,1.00601
alpha,2.21621,0.00208697,0.157749,0.158824,1.96026,2.21856,2.47256,5789.35,2956.38,1.00063
"thetas[1,1]",-10.9089,0.0554534,2.87588,2.84496,-15.7068,-10.8487,-6.28329,2759.33,2771.48,1.00121
"thetas[1,2]",-6.04546,0.054724,2.62749,2.59042,-10.3747,-6.0698,-1.69091,2329.38,2690.29,1.00116
"thetas[1,3]",-8.57119,0.0549391,2.61767,2.62299,-12.8191,-8.57744,-4.36795,2295.4,3097.93,1.00003
"thetas[1,4]",-10.572,0.057473,2.58887,2.55111,-14.9087,-10.4946,-6.40134,2061.68,2695.8,1.00014
"thetas[1,5]",-5.34349,0.0556507,2.61588,2.59535,-9.57159,-5.36898,-1.00829,2238.5,2756.22,1.00066
"thetas[1,6]",-5.25589,0.0561434,2.60022,2.65252,-9.4741,-5.23606,-0.984831,2162.74,2423.49,1.00143
"thetas[1,7]",-5.13553,0.0487946,2.60337,2.63525,-9.46698,-5.15313,-0.793011,2865.38,2973.85,1.00079
"thetas[1,8]",-2.75573,0.0577764,2.62464,2.56183,-7.13846,-2.76613,1.60484,2103.72,2662.37,1.00226
"thetas[1,9]",-1.53392,0.0594481,2.6149,2.70482,-5.72431,-1.54635,2.74033,1886.81,2606.74,1.00285
"thetas[1,10]",-1.33433,0.0513469,2.56157,2.60815,-5.58195,-1.3495,2.91843,2503.75,2879.48,1.00201
"thetas[1,11]",-7.02062,0.0513148,2.60521,2.5821,-11.3919,-6.97182,-2.78489,2718.48,2893.95,1.00209
"thetas[1,12]",-3.21304,0.053841,2.64258,2.69502,-7.55663,-3.19568,1.07277,2466.58,2577.64,1.00092
"thetas[1,13]",-2.51865,0.0537092,2.6149,2.67167,-6.87009,-2.55828,1.7436,2384.12,2816.26,1.00139
"thetas[1,14]",2.61269,0.0486946,2.55185,2.54387,-1.56375,2.62332,6.6835,2772.22,2808.73,0.999907
"thetas[1,15]",2.9876,0.0492349,2.56745,2.5825,-1.22966,2.98451,7.11134,2789.64,2617.82,1.00009
"thetas[1,16]",7.2031,0.0527426,2.62248,2.57379,3.01739,7.19238,11.4576,2559.47,2625.28,0.9998
"thetas[1,17]",2.55511,0.0454342,2.65281,2.60583,-1.77172,2.55307,6.97101,3576.59,2841.09,1.00066
"thetas[1,18]",-3.15724,0.0497954,2.53876,2.46514,-7.45806,-3.15545,0.93331,2661.41,2866.56,1.00109
"thetas[1,19]",-7.43399,0.0541729,2.60884,2.62946,-11.776,-7.3936,-3.16292,2465.04,2672.95,1.0024
"thetas[1,20]",-3.14689,0.0563932,2.60853,2.63894,-7.39596,-3.17278,1.05906,2274.65,2798.54,1.00257
"thetas[1,21]",1.36789,0.050491,2.57499,2.67141,-2.87962,1.40306,5.58693,2714.16,2871.47,1.00322
"thetas[1,22]",2.44394,0.0496895,2.58112,2.52866,-1.69949,2.4051,6.77238,2781.23,2899.5,1.00242
"thetas[1,23]",-3.54448,0.0503014,2.4778,2.45595,-7.70066,-3.566,0.563238,2512.85,2798.54,1.00207
"thetas[1,24]",-4.17334,0.0479876,2.50888,2.49563,-8.32262,-4.21716,0.114151,2803.89,2726.0,1.00289
"thetas[1,25]",0.153885,0.0463794,2.63398,2.61253,-4.13062,0.171326,4.49864,3311.67,2919.59,1.00079
"thetas[2,1]",-6.28305,0.0575306,2.92876,2.83138,-11.0894,-6.28435,-1.50821,2666.31,2572.05,1.00054
"thetas[2,2]",-3.71296,0.0532919,2.63015,2.61093,-8.09787,-3.72437,0.644432,2513.83,2638.73,1.00084
"thetas[2,3]",1.06654,0.0558723,2.58322,2.46695,-3.25474,1.05034,5.30544,2158.85,2593.52,1.00061
"thetas[2,4]",-4.17848,0.0536303,2.62319,2.62696,-8.52362,-4.19497,0.175257,2406.17,2715.62,1.00043
"thetas[2,5]",-1.69015,0.0561759,2.62064,2.61677,-5.92038,-1.7224,2.59667,2181.6,2699.29,1.00055
"thetas[2,6]",-0.927875,0.0495754,2.69391,2.69461,-5.33491,-0.968275,3.54244,3051.87,2691.43,1.00075
"thetas[2,7]",-2.76688,0.048112,2.58362,2.58972,-6.92765,-2.75887,1.46502,2923.64,3000.31,1.00111
"thetas[2,8]",-5.76453,0.0478531,2.64114,2.5394,-10.1054,-5.74904,-1.41268,3077.11,2351.48,1.00222
"thetas[2,9]",1.48987,0.0484458,2.5902,2.58489,-2.7847,1.50426,5.81212,2887.83,2924.32,1.00305
"thetas[2,10]",3.5668,0.0532506,2.51196,2.4747,-0.534123,3.52475,7.77098,2188.28,2664.2,1.00406
"thetas[2,11]",5.54283,0.0546267,2.60133,2.56416,1.14451,5.59226,9.77529,2259.98,3059.07,1.00246
"thetas[2,12]",3.85294,0.0559288,2.63375,2.63789,-0.394987,3.83261,8.12406,2226.32,2577.37,1.00247
"thetas[2,13]",4.19388,0.0523779,2.66012,2.66936,-0.0592947,4.16326,8.58889,2611.19,2733.67,1.0005
"thetas[2,14]",-1.69562,0.0558692,2.60522,2.66211,-6.0298,-1.65796,2.48331,2227.16,2786.6,1.00101
"thetas[2,15]",-1.75635,0.0540005,2.55591,2.56622,-5.97919,-1.74688,2.47675,2276.46,2784.84,1.00166
"thetas[2,16]",-0.292603,0.0550076,2.57101,2.59036,-4.43565,-0.32391,3.94397,2265.49,2730.89,1.0009
"thetas[2,17]",5.50003,0.0610587,2.62391,2.59207,1.24891,5.39009,9.98708,1951.35,2124.89,1.00261
"thetas[2,18]",3.1462,0.0499314,2.58562,2.62576,-1.06206,3.18403,7.37938,2715.38,2668.01,1.00242
"thetas[2,19]",0.403302,0.0594097,2.66816,2.66957,-3.94125,0.438209,4.76797,2136.71,2731.95,1.00318
"thetas[2,20]",-0.193637,0.0534484,2.57737,2.5146,-4.36064,-0.16983,4.11434,2358.18,2860.39,1.0019
"thetas[2,21]",-1.14029,0.0522037,2.66445,2.66488,-5.51768,-1.14603,3.24261,2626.97,2515.68,1.00119
"thetas[2,22]",-5.4437,0.050108,2.48851,2.50616,-9.49128,-5.39612,-1.3937,2475.58,3097.67,1.00395
"thetas[2,23]",-2.71888,0.0521726,2.57507,2.53651,-6.94182,-2.72226,1.55792,2487.21,2876.18,1.00205
"thetas[2,24]",-3.63923,0.0470812,2.58542,2.50616,-7.88352,-3.65848,0.546779,3136.38,2556.08,1.00218
"thetas[2,25]",-2.36916,0.053903,2.65096,2.72077,-6.716,-2.3719,2.02829,2514.94,2990.97,1.00114
"thetas[3,1]",6.34543,0.0557707,2.87457,2.82225,1.67282,6.26632,11.0705,2656.72,2626.77,1.00237
"thetas[3,2]",2.84325,0.0596994,2.67717,2.66657,-1.6564,2.85812,7.28143,2059.48,2711.53,1.00156
"thetas[3,3]",0.172675,0.063726,2.64801,2.60417,-4.23771,0.178059,4.52012,1764.78,1868.68,1.00069
"thetas[3,4]",4.23896,0.0607134,2.59167,2.59838,0.0132902,4.21865,8.60162,1863.43,2273.86,1.00226
"thetas[3,5]",3.74405,0.0572259,2.64579,2.634,-0.607628,3.7202,8.12057,2202.21,2653.52,1.00118
"thetas[3,6]",0.962855,0.0565381,2.61669,2.63571,-3.26247,0.955273,5.25985,2228.74,2448.43,1.0
"thetas[3,7]",5.07019,0.0530195,2.55863,2.59071,0.80642,5.04506,9.34602,2362.87,2838.71,1.00015
"thetas[3,8]",-1.11813,0.0510062,2.60747,2.62297,-5.47563,-1.08353,3.18285,2628.7,3033.71,1.00183
"thetas[3,9]",6.35031,0.0532812,2.59262,2.60351,1.9654,6.44805,10.5442,2396.84,3016.53,1.00071
"thetas[3,10]",7.01488,0.0539877,2.54279,2.5926,2.9008,6.97979,11.1888,2192.31,2657.07,1.00383
"thetas[3,11]",5.80348,0.0492229,2.6587,2.62866,1.48451,5.78947,10.2489,2938.44,2654.74,1.00146
"thetas[3,12]",5.23447,0.0571077,2.65112,2.66555,0.937194,5.20381,9.66321,2091.48,2799.56,1.00188
"thetas[3,13]",3.03557,0.053816,2.65094,2.66354,-1.27573,3.01002,7.46065,2440.53,2613.21,1.00041
"thetas[3,14]",0.171406,0.0491369,2.61371,2.54941,-4.10846,0.160677,4.47732,2856.91,2771.71,1.00158
"thetas[3,15]",2.708,0.0532039,2.56722,2.5232,-1.46409,2.67669,6.8732,2420.05,2905.78,1.00112
"thetas[3,16]",-1.18086,0.0527572,2.59345,2.60807,-5.51826,-1.11751,3.03822,2464.83,2261.5,1.0013
"thetas[3,17]",1.3081,0.0502432,2.59333,2.67673,-2.86232,1.32804,5.55686,2712.41,2831.29,1.00057
"thetas[3,18]",3.95241,0.0517659,2.59682,2.54331,-0.264059,3.93458,8.31785,2553.26,2768.01,1.00247
"thetas[3,19]",6.6414,0.0485293,2.57258,2.56048,2.46062,6.62341,10.8998,2835.03,3092.88,1.0016
"thetas[3,20]",11.3317,0.0539481,2.62786,2.61926,6.94468,11.2932,15.7238,2466.52,2560.81,1.00153
"thetas[3,21]",7.78032,0.0487839,2.5955,2.5623,3.61503,7.73637,11.9776,2909.27,2562.8,1.00251
"thetas[3,22]",1.97969,0.0498342,2.56057,2.54436,-2.18698,1.98158,6.15667,2683.01,2812.79,1.00161
"thetas[3,23]",3.49024,0.0489422,2.48978,2.46214,-0.504536,3.43797,7.61611,2649.58,2710.89,1.00076
"thetas[3,24]",9.07051,0.0535113,2.60536,2.63058,4.87833,9.0361,13.3655,2425.41,2696.86,1.00202
"thetas[3,25]",8.34872,0.0534736,2.62815,2.71831,4.05284,8.34731,12.6218,2449.12,2784.17,1.00093
"thetas[4,1]",-1.74745,0.0551951,2.8239,2.79273,-6.28577,-1.78997,3.047,2709.61,2103.63,1.00025
"thetas[4,2]",-5.42597,0.0506317,2.73937,2.71876,-9.94703,-5.42511,-0.904467,2939.63,2809.4,1.00066
"thetas[4,3]",-1.36503,0.0504956,2.61731,2.62887,-5.63302,-1.34004,2.85471,2741.61,2912.78,1.00065
"thetas[4,4]",-0.0181988,0.0539301,2.59708,2.58694,-4.18558,0.0269907,4.31446,2358.13,2741.56,1.00177
"thetas[4,5]",3.44968,0.0589502,2.64088,2.62435,-0.92601,3.4715,7.81824,2024.42,2330.32,1.00134
"thetas[4,6]",-2.30727,0.0505403,2.57766,2.56497,-6.51618,-2.3341,2.05033,2680.76,2725.2,1.00103
"thetas[4,7]",-0.353013,0.0508009,2.6664,2.67626,-4.61958,-0.370646,4.04618,2795.3,2585.95,1.00192
"thetas[4,8]",-2.93207,0.0486577,2.59497,2.66034,-7.21276,-2.87606,1.3012,2873.49,2806.51,1.00174
"thetas[4,9]",-2.22254,0.0477856,2.55245,2.56539,-6.46165,-2.20801,1.96057,2899.02,3005.13,1.0016
"thetas[4,10]",-2.85452,0.0505129,2.58614,2.55622,-7.16456,-2.88398,1.4632,2636.17,2493.53,1.00202
"thetas[4,11]",-4.79036,0.0506519,2.58212,2.57964,-9.16597,-4.73996,-0.626284,2670.15,2532.1,1.00179
"thetas[4,12]",-3.71871,0.0543039,2.62307,2.66882,-8.03264,-3.76206,0.643392,2341.53,2352.74,1.00174
"thetas[4,13]",-4.53426,0.0483683,2.6349,2.59948,-8.82379,-4.53678,-0.231407,2993.92,3073.82,0.999727
"thetas[4,14]",-2.11808,0.0552374,2.58062,2.57499,-6.31203,-2.1043,2.05067,2270.99,2910.09,1.00129
"thetas[4,15]",2.12226,0.0601313,2.64211,2.62033,-2.19322,2.14559,6.3845,1970.21,2675.67,1.00193
"thetas[4,16]",1.23785,0.0544857,2.54556,2.51974,-2.87851,1.21941,5.47547,2191.59,2952.71,1.00169
"thetas[4,17]",0.1643,0.0499215,2.59692,2.58443,-4.12512,0.203615,4.39219,2741.42,2601.85,1.00046
"thetas[4,18]",-2.68009,0.0508323,2.58663,2.65109,-6.98333,-2.62992,1.52564,2622.92,3022.22,1.00014
"thetas[4,19]",-3.72654,0.0539224,2.59097,2.61429,-7.92478,-3.80366,0.587076,2446.22,2952.13,1.0034
"thetas[4,20]",1.80953,0.0564152,2.64603,2.58588,-2.51072,1.76519,6.27612,2285.89,2840.94,1.00186
"thetas[4,21]",6.48817,0.053841,2.52566,2.53263,2.3462,6.50813,10.5918,2292.35,2675.77,1.00146
"thetas[4,22]",8.76584,0.0523168,2.52936,2.45102,4.59332,8.75019,12.952,2492.72,2977.86,1.0017
"thetas[4,23]",9.09022,0.049597,2.52377,2.49613,4.93196,9.11804,13.2682,2503.18,2751.11,1.00266
"thetas[4,24]",7.36467,0.0588776,2.5818,2.59778,3.14229,7.39074,11.6631,1983.84,2439.61,1.00173
"thetas[4,25]",7.17908,0.0429862,2.65611,2.62328,2.81078,7.13685,11.5705,3846.93,2966.66,1.00068
"thetas[5,1]",-1.65373,0.0513759,2.81327,2.85794,-6.30734,-1.64235,2.79418,3074.92,2861.25,1.00077
"thetas[5,2]",-5.98602,0.0529829,2.60956,2.63285,-10.2142,-5.99433,-1.74337,2479.79,2822.73,1.00012
"thetas[5,3]",-3.27951,0.0541043,2.57724,2.56856,-7.43409,-3.33096,0.991737,2293.82,2983.07,1.00067
"thetas[5,4]",-0.645052,0.0607951,2.66116,2.7081,-5.05325,-0.652724,3.65378,1949.17,2338.39,1.00078
"thetas[5,5]",0.676986,0.053164,2.63409,2.59293,-3.56615,0.652595,5.06123,2494.18,2484.61,1.00263
"thetas[5,6]",3.39289,0.0562789,2.57317,2.55714,-0.848298,3.3543,7.78857,2067.08,2418.04,1.00084
"thetas[5,7]",-1.17646,0.0515123,2.54487,2.46195,-5.46346,-1.15156,3.04166,2467.45,2674.12,1.00175
"thetas[5,8]",-2.63952,0.0502335,2.60067,2.62803,-6.90939,-2.60283,1.60278,2748.38,2906.84,1.00126
"thetas[5,9]",2.48418,0.0494508,2.64121,2.64211,-1.84697,2.4906,6.78519,2881.44,2941.77,1.00371
"thetas[5,10]",0.583933,0.0567878,2.63042,2.60667,-3.74676,0.554015,4.92044,2180.29,3155.65,1.00381
"thetas[5,11]",-7.17831,0.0557435,2.65007,2.68085,-11.6023,-7.16662,-2.81534,2287.96,2872.73,1.00062
"thetas[5,12]",-2.01739,0.0510485,2.61627,2.61638,-6.23621,-2.0057,2.26324,2688.74,2951.5,1.00257
"thetas[5,13]",0.843758,0.0529154,2.64446,2.58074,-3.4309,0.830782,5.20631,2589.37,2851.48,1.00183
"thetas[5,14]",5.02041,0.0531438,2.61812,2.65651,0.727109,5.0297,9.27289,2444.6,2453.68,1.00103
"thetas[5,15]",1.10715,0.0457062,2.57401,2.57618,-3.05222,1.13369,5.4041,3201.18,2841.62,1.00288
"thetas[5,16]",6.17732,0.0481088,2.60521,2.55944,1.89797,6.18757,10.4137,3047.64,3134.74,1.00073
"thetas[5,17]",1.13627,0.0551877,2.55849,2.62116,-3.05746,1.1259,5.3703,2427.97,2965.94,1.00186
"thetas[5,18]",2.08254,0.0499519,2.5728,2.60582,-2.25376,2.14066,6.26144,2697.53,2301.13,1.00111
"thetas[5,19]",-0.186407,0.0457259,2.55684,2.48027,-4.37396,-0.229751,4.06315,3178.16,2485.16,1.0021
"thetas[5,20]",-4.51532,0.0484661,2.58032,2.64316,-8.68671,-4.55177,-0.27365,3025.02,2809.2,1.00135
"thetas[5,21]",-2.96578,0.0556147,2.61115,2.49407,-7.20284,-3.04442,1.45425,2230.18,2693.42,1.0038
"thetas[5,22]",-4.3943,0.0505939,2.53675,2.50551,-8.61588,-4.36758,-0.176813,2576.76,2718.68,1.00188
"thetas[5,23]",-3.46331,0.0520717,2.50133,2.50576,-7.61365,-3.47308,0.629525,2352.34,2743.43,1.0032
"thetas[5,24]",-8.27625,0.0465508,2.49469,2.48504,-12.2137,-8.27377,-4.05764,3018.87,2951.01,1.00168
"thetas[5,25]",-9.19102,0.0487222,2.6321,2.5193,-13.5149,-9.20796,-4.85507,3032.33,2906.24,1.00073
"thetas[6,1]",-3.9372,0.0592954,2.768,2.79801,-8.51691,-3.88633,0.6072,2250.42,2848.72,1.00088
"thetas[6,2]",2.59931,0.0612367,2.62226,2.64903,-1.64436,2.56408,6.8756,1877.97,2587.88,1.00133
"thetas[6,3]",-3.32172,0.0595373,2.71051,2.71838,-7.73748,-3.35614,1.10966,2185.0,2050.64,1.0007
"thetas[6,4]",-3.90883,0.0510337,2.62112,2.6548,-8.16891,-3.96589,0.364914,2683.54,2695.75,0.999989
"thetas[6,5]",-4.60373,0.048041,2.55349,2.47553,-8.86799,-4.61071,-0.456305,2869.6,2723.09,0.999729
"thetas[6,6]",1.27588,0.0504335,2.59558,2.55347,-2.99969,1.27662,5.45535,2672.44,2661.7,1.00042
"thetas[6,7]",5.18011,0.048683,2.64291,2.62416,0.828093,5.17037,9.5855,2967.25,3014.86,1.00229
"thetas[6,8]",0.99653,0.0539528,2.57759,2.52892,-3.34059,0.986606,5.26566,2344.98,2511.6,1.00178
"thetas[6,9]",0.908413,0.0481245,2.65065,2.66466,-3.5159,0.894626,5.36888,3178.04,2684.17,1.00021
"thetas[6,10]",-1.16251,0.0508519,2.61148,2.62048,-5.44744,-1.19686,3.14781,2664.91,2962.76,1.00282
"thetas[6,11]",2.29631,0.0591118,2.64763,2.65831,-2.10732,2.34181,6.52034,2271.37,2693.21,1.00603
"thetas[6,12]",2.09656,0.0554351,2.57741,2.60239,-2.08717,2.08652,6.30714,2213.55,2775.04,1.00305
"thetas[6,13]",3.62083,0.0500347,2.5897,2.58311,-0.556477,3.52868,7.92573,2767.65,2603.04,1.00144
"thetas[6,14]",-1.47872,0.0562376,2.64271,2.66349,-5.83578,-1.41014,2.7187,2265.83,2625.57,1.0028
"thetas[6,15]",-4.68596,0.0610324,2.62695,2.62654,-8.99194,-4.70733,-0.401448,1876.34,2862.24,1.00167
"thetas[6,16]",-3.47052,0.0557275,2.56013,2.5623,-7.71754,-3.46679,0.691808,2160.01,2704.66,1.00215
"thetas[6,17]",-5.27474,0.05028,2.54916,2.555,-9.49624,-5.30237,-1.05764,2639.65,2494.05,1.00131
"thetas[6,18]",-1.44687,0.0518268,2.56201,2.57694,-5.67076,-1.44072,2.76116,2392.92,2485.82,1.00211
"thetas[6,19]",3.89372,0.0537264,2.62902,2.59456,-0.474117,3.86705,8.2791,2432.93,2152.12,1.00458
"thetas[6,20]",0.153135,0.0480622,2.55918,2.49714,-4.08032,0.156606,4.35325,2866.55,2776.16,1.00154
"thetas[6,21]",-0.856569,0.0479423,2.67641,2.66869,-5.24507,-0.885707,3.44928,3164.72,2627.87,1.00075
"thetas[6,22]",-4.02594,0.0501202,2.54574,2.5015,-8.22269,-4.00764,0.14184,2679.2,2435.96,1.00074
"thetas[6,23]",-5.29886,0.0546663,2.52324,2.56439,-9.28872,-5.32347,-1.13099,2138.75,2915.02,1.00145
"thetas[6,24]",-2.18501,0.0482301,2.50963,2.50168,-6.3636,-2.14984,1.94955,2778.51,2950.05,1.00185
"thetas[6,25]",-2.43082,0.0481685,2.63248,2.61173,-6.71363,-2.45695,1.88782,3026.52,3189.17,1.00208
"thetas[7,1]",-7.861,0.0557637,2.87869,2.855,-12.5745,-7.8422,-3.19255,2742.02,3181.81,1.00144
"thetas[7,2]",-5.37961,0.0586598,2.72756,2.75709,-9.87476,-5.45256,-0.898459,2234.41,2538.93,1.00132
"thetas[7,3]",-7.54172,0.0630638,2.57773,2.59832,-11.7227,-7.56091,-3.18435,1700.47,2516.52,1.00067
"thetas[7,4]",-2.66351,0.0608036,2.63092,2.69311,-6.88491,-2.6437,1.65648,1983.89,2428.75,1.0013
"thetas[7,5]",0.979746,0.0519288,2.55042,2.55773,-3.20051,1.01465,5.14653,2386.86,2490.24,1.0023
"thetas[7,6]",3.28937,0.0476978,2.59293,2.57667,-0.986405,3.2696,7.5094,3014.72,2962.54,1.00007
"thetas[7,7]",2.58762,0.0540134,2.66477,2.64511,-1.71207,2.57096,6.98335,2413.64,2685.58,1.00043
"thetas[7,8]",-1.04131,0.0541634,2.58578,2.61019,-5.3634,-1.02043,3.16084,2286.25,2278.87,1.00127
"thetas[7,9]",-4.62053,0.0539405,2.57836,2.53012,-8.82073,-4.68493,-0.337477,2391.21,2948.04,1.00244
"thetas[7,10]",-0.459389,0.059166,2.64335,2.60313,-4.87039,-0.486536,3.95128,2096.76,2654.98,1.00421
"thetas[7,11]",-1.19815,0.0510373,2.65325,2.61192,-5.61841,-1.21446,3.18593,2697.09,3073.73,1.0033
"thetas[7,12]",0.689378,0.0549925,2.62087,2.63769,-3.65947,0.732522,4.96523,2285.63,2545.81,1.00374
"thetas[7,13]",2.90463,0.0554479,2.64957,2.68052,-1.50854,2.93236,7.25337,2319.18,2660.9,1.00127
"thetas[7,14]",5.18638,0.0513028,2.6181,2.49154,0.934533,5.15564,9.5965,2659.81,2857.32,1.00106
"thetas[7,15]",2.81998,0.0520096,2.59935,2.58572,-1.39859,2.79992,7.16116,2568.81,2696.96,1.00153
"thetas[7,16]",5.90411,0.0534675,2.58743,2.56194,1.70401,5.89469,10.3153,2386.4,3355.18,1.00117
"thetas[7,17]",1.05432,0.0519997,2.51721,2.51386,-3.14307,1.04186,5.21216,2399.19,2657.18,1.00099
"thetas[7,18]",-2.91744,0.0552606,2.54486,2.57558,-7.12708,-2.96023,1.38921,2171.3,2727.16,1.0015
"thetas[7,19]",-4.19557,0.0518169,2.6466,2.67463,-8.48185,-4.2688,0.163731,2676.97,2935.22,1.0013
"thetas[7,20]",-6.12382,0.0500166,2.6422,2.72729,-10.4504,-6.13081,-1.82417,2904.42,2846.65,1.00123
"thetas[7,21]",-4.76315,0.0512507,2.61146,2.60932,-9.00366,-4.79276,-0.406502,2710.06,2489.86,1.0001
"thetas[7,22]",2.06838,0.0525716,2.56679,2.60773,-2.13479,2.03116,6.29335,2410.3,2847.87,1.00158
"thetas[7,23]",4.38522,0.0535979,2.59697,2.66237,0.274006,4.34601,8.64112,2375.01,2151.89,1.00237
"thetas[7,24]",1.2891,0.053245,2.56285,2.57047,-2.86839,1.31,5.55335,2378.47,2666.73,1.00226
"thetas[7,25]",1.41609,0.0491149,2.59333,2.5672,-2.80513,1.45991,5.64665,2769.31,2838.0,1.00122
"thetas[8,1]",-10.0673,0.0588788,2.93135,2.88532,-14.9118,-10.0775,-5.35104,2534.94,2646.14,1.00162
"thetas[8,2]",-2.9798,0.0595194,2.6647,2.56969,-7.34662,-2.96814,1.42265,2034.33,2663.04,1.00041
"thetas[8,3]",-0.351142,0.0612267,2.67257,2.76763,-4.72725,-0.309693,4.1024,1935.67,3162.49,1.00008
"thetas[8,4]",-2.63059,0.0562073,2.62684,2.69874,-6.94763,-2.60328,1.73182,2234.32,2740.66,1.00122
"thetas[8,5]",-4.06177,0.0528502,2.63056,2.64078,-8.42176,-4.08956,0.242815,2517.24,3124.0,1.00159
"thetas[8,6]",-3.79209,0.0513551,2.62469,2.65267,-8.06946,-3.75007,0.56057,2659.11,3076.31,1.00098
"thetas[8,7]",-4.60479,0.0540589,2.6019,2.63611,-8.89206,-4.60994,-0.320778,2366.62,2694.33,1.00165
"thetas[8,8]",-1.67466,0.0496055,2.59216,2.60875,-5.99982,-1.69534,2.59587,2764.63,2776.86,1.00076
"thetas[8,9]",-4.4377,0.0594421,2.54293,2.54058,-8.61796,-4.40651,-0.1628,1867.14,2516.51,1.00212
"thetas[8,10]",-5.80001,0.0583721,2.57438,2.5322,-10.0565,-5.81863,-1.50659,1957.22,2645.76,1.00243
"thetas[8,11]",-3.23902,0.0534937,2.60417,2.6016,-7.47791,-3.20941,0.973476,2389.02,2802.46,1.00459
"thetas[8,12]",-4.4987,0.0531867,2.59634,2.55642,-8.78452,-4.53371,-0.175976,2410.49,3113.04,1.00219
"thetas[8,13]",-4.23781,0.0535147,2.61656,2.65846,-8.6349,-4.20038,0.0724622,2407.28,2588.34,1.0017
"thetas[8,14]",-5.00416,0.0552932,2.61589,2.6127,-9.27242,-4.9932,-0.663509,2262.91,2937.27,1.00145
"thetas[8,15]",-4.18262,0.056674,2.63514,2.64766,-8.46869,-4.17523,0.16123,2225.23,2653.94,1.00165
"thetas[8,16]",-6.95625,0.0519003,2.59139,2.59482,-11.3057,-6.90816,-2.80259,2542.15,2700.72,1.00104
"thetas[8,17]",-8.7939,0.0536684,2.60088,2.64207,-13.1327,-8.74773,-4.56156,2378.26,2885.73,1.00389
"thetas[8,18]",-8.11478,0.0484485,2.58431,2.62144,-12.3525,-8.12814,-3.94976,2852.56,3170.27,1.0021
"thetas[8,19]",-2.63918,0.0502296,2.60028,2.60264,-6.8368,-2.65574,1.67086,2763.5,2499.16,1.00061
"thetas[8,20]",-2.26862,0.0515704,2.62802,2.6887,-6.50945,-2.26246,2.0332,2647.31,2990.27,1.00126
"thetas[8,21]",-1.74644,0.0502171,2.62505,2.61628,-6.05208,-1.71452,2.52535,2807.73,2534.81,1.00311
"thetas[8,22]",-1.1438,0.0545514,2.55138,2.50459,-5.24682,-1.19509,3.2069,2266.87,2869.39,1.00101
"thetas[8,23]",-0.599725,0.0530895,2.53073,2.56914,-4.75541,-0.580263,3.50236,2298.0,3021.17,1.00166
"thetas[8,24]",0.0376322,0.049856,2.57498,2.5571,-4.17495,0.0120483,4.28714,2734.99,2787.25,1.00145
"thetas[8,25]",-5.87773,0.0444302,2.64025,2.63027,-10.2594,-5.92563,-1.50393,3581.05,3102.24,0.999739
